id;Youtube_id;replyCount;likeCount;publishedAt;authorName;text;authorChannelId;authorChannelUrl;isReply;isReplyTo;isReplyToName
297;UgjQ4T0QBlYNaXgCoAEC.8O7UIamAYUp8XzK9YJtFJd;;0;26.09.17 19:33;TheFluttershyFan;ProgressivePepe How will Impeachment save us from this? You think Mike Pence, as a Theocrat in Chief will care about climate change?;UCuAHFd0BayphXBxPYsohNWA;http://www.youtube.com/channel/UCuAHFd0BayphXBxPYsohNWA;1;UgjQ4T0QBlYNaXgCoAEC;ProgressivePepe
302;UgjQ4T0QBlYNaXgCoAEC.8O7UIamAYUp8Y4HlMn5Tn-;;0;29.09.17 03:08;Jermy George;ProgressivePepe something tells me that progressivepepe isn't the most credible source.;UCbl61DeeCinGZZ7UhQ4tveA;http://www.youtube.com/channel/UCbl61DeeCinGZZ7UhQ4tveA;1;UgjQ4T0QBlYNaXgCoAEC;ProgressivePepe
303;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8Y7_KmgGurw;;0;30.09.17 09:48;The Gamma Dude;Big-Bonkin-Head Let’s just find a way to trigger an ice age.;UCQp71_alsfhrUhex-FQs69g;http://www.youtube.com/channel/UCQp71_alsfhrUhex-FQs69g;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
306;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8YCbP7nuZOD;;0;02.10.17 08:42;robert hicks;Don't worry, the sun is already on it. Next little ice age is due in about 20 years or less.;UC0TPdvG3xiLwzMJbdJzNw5g;http://www.youtube.com/channel/UC0TPdvG3xiLwzMJbdJzNw5g;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
307;UggdKPeI8kFbL3gCoAEC.8O7WId6TDau8YCbd5QRfN0;;0;02.10.17 08:44;robert hicks;Not necessarily. Liberals have proven that it doesn't take anywhere near that long to cause humans to devolve into animals. It only takes a decade or so.;UC0TPdvG3xiLwzMJbdJzNw5g;http://www.youtube.com/channel/UC0TPdvG3xiLwzMJbdJzNw5g;1;UggdKPeI8kFbL3gCoAEC;The Alternative Facts Coterie
308;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8YCz8q_ULhY;;0;02.10.17 12:09;Digitial Craft;robert hicks 20 years or less? I laugh.;UCqEwK_RADoaG1K1AnjPQwig;http://www.youtube.com/channel/UCqEwK_RADoaG1K1AnjPQwig;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
309;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8YDH53eRYs8;;0;02.10.17 14:55;robert hicks;And I laugh at your lack of knowledge. Sunspot activity is getting weaker and the minimums are getting longer. THAT is what caused the little ice age. It will take a decade or two before it is full blown, but there will definately be proof that it is the cause within the next 20 years.;UC0TPdvG3xiLwzMJbdJzNw5g;http://www.youtube.com/channel/UC0TPdvG3xiLwzMJbdJzNw5g;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
310;UghFL6IjYptvd3gCoAEC.8QiGmDW1GmG8YDHW6aPR6v;;0;02.10.17 14:59;Giovanni .DiMeglio;Upset he put only the americas $ australia+other cities and only London for Europe!;UCeG4H56bK7ewMHsFEYWOmMA;http://www.youtube.com/channel/UCeG4H56bK7ewMHsFEYWOmMA;1;UghFL6IjYptvd3gCoAEC;VapeLife Will
313;UgwuboMQHNNrwZmzlkl4AaABAg.8Yiet2kheZ68YjKQpz32JC;;0;15.10.17 10:59;robert hicks;Since the sea level is only rising at 6 to 7 inches a year, its not likely the cities would survive that long anyway. It would take that much to raise the entire state up 1 foot a century. It would just take money, money they aren't willing to pay. That's why they blame global warming, so that its other people fault and their responsibility to fix.;UC0TPdvG3xiLwzMJbdJzNw5g;http://www.youtube.com/channel/UC0TPdvG3xiLwzMJbdJzNw5g;1;UgwuboMQHNNrwZmzlkl4AaABAg;JayTheBoss98
317;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8ZDMXZXlq4M;;0;27.10.17 12:14;Tuan Nguyen;Big-Bonkin-Hea;UCI0dqyGiMkpIC-ynKkhMfbA;http://www.youtube.com/channel/UCI0dqyGiMkpIC-ynKkhMfbA;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
319;UghqO46jj5F9I3gCoAEC.8O7gxea-nOJ8ZLcBx1H0UJ;;0;30.10.17 16:13;Perseus;Deschutes Maple Can you point me toward a source where I can see historic photos of sea level in Miami then and now perhaps? Everything I've seen about sea level rise seems to show photographs of flooded areas from storms or it's photoshopped images or its natural process of erosion at shorelines. I've even seen the video where one fellow who says his family home has been on the shore since before 1900 and asked Al Gore to explain why his home is an underwater yet if sea levels have been rising steadily. Thanks.;UCLZl0yiV5B10wRCPR2OqoAA;http://www.youtube.com/channel/UCLZl0yiV5B10wRCPR2OqoAA;1;UghqO46jj5F9I3gCoAEC;Big-Bonkin-Head
